Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
41.0,T31-7GRO ,Paracetamol,Paracetamol,Paracetamol,,,35287.0,13/9/2018,
42.0,T31-50N9 ,Paracetamol,Paracetamol,Paracetamol,,,35696.0,18/8/2018,
43.0,T31-VIWM ,Paracetamol,Paracetamol,Paracetamol,,,29400.0,4/9/2018,
44.0,T31-1LVA ,Paracetamol,Paracetamol,Paracetamol,,,35044.0,13/9/2018,
45.0,T31-OFCR ,Paracetamol,Paracetamol,Paracetamol,,,35047.0,13/9/2018,
46.0,T31-GQWN ,Paracetamol,Paracetamol,Paracetamol,,,35282.0,13/9/2018,
47.0,T31-M1IB ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,35281.0,13/9/2018,
48.0,T31-7YW8 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35702.0,18/8/2018,
49.0,T31-NJ27 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,31628.0,4/9/2018,
50.0,T31-TYS6 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,31627.0,4/9/2018,
51.0,T31-HJ1X ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,35280.0,13/9/2018,
52.0,T31-OVPI ,Paracetamol,Vitamin C,Suspicious,K,,31638.0,4/9/2018,
53.0,T31-1TIP ,Paracetamol,Vitamin C,Suspicious,K,,35698.0,18/8/2018,
54.0,T31-6U5F ,Paracetamol,Vitamin C,Suspicious,K,,31631.0,4/9/2018,
55.0,T31-P0RN ,Paracetamol,Vitamin C,Suspicious,K,,35697.0,18/8/2018,
56.0,T31-B5ZG ,Paracetamol,Vitamin C,Suspicious,K,,35053.0,13/9/2018,
57.0,T31-MLOX ,Paracetamol,Vitamin C,Suspicious,K,,35054.0,13/9/2018,
58.0,T31-8SBK ,Paracetamol,Vitamin C,Suspicious,K,,35716.0,18/8/2018,
59.0,T31-N7FM ,Paracetamol,Vitamin C,Suspicious,K,,31631.0,4/9/2018,
60.0,T31-8SSY ,Paracetamol,Vitamin C,Suspicious,K,,35699.0,18/8/2018,
61.0,T31-ZWIF ,Benzyl Penicillin,Benzyl Penicillin ,Suspicious,F,,34042.0,17/9/2018,
62.0,T31-G0NG ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,34044.0,17/9/2018,
63.0,T31-X4ZN ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,30160.0,28/8/2018,
64.0,T31-E87D ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,30162.0,28/8/2018,
65.0,T31-166I ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,30022.0,28/8/2018,
66.0,T31-18JG ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,34043.0,17/9/2018,
67.0,T31-3ZL6 ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,30023.0,28/8/2018,
68.0,T31-3HJJ ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,31890.0,22/8/2018,
69.0,T31-8MH6 ,Benzyl Penicillin,Benzyl Penicillin ,Suspicious,F,,29684.0,28/8/2018,
70.0,T31-N0EJ ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,31892.0,22/8/2018,
71.0,T31-YV2E ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,31891.0,22/8/2018,
72.0,T31-UYWV ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,29683.0,28/8/2018,
73.0,T31-Z633 ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,34039.0,17/9/2018,
74.0,T31-V2UL ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,31889.0,22/8/2018,
75.0,T31-QI4K ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,34018.0,17/9/2018,
76.0,T31-T9B8 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34019.0,17/9/2018,
77.0,T31-Q1L5 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,30021.0,28/8/2018,
78.0,T31-FRPM ,Benzyl Penicillin,Vitamin C,Suspicious,F,,32083.0,22/8/2018,
79.0,T31-68YR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34020.0,17/9/2018,
80.0,T31-FJH1 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34040.0,17/9/2018,
81.0,T31-Y5YJ ,Benzyl Penicillin,Vitamin C,Suspicious,F,,31895.0,22/8/2018,
82.0,T31-BI2T ,Benzyl Penicillin,Vitamin C,Suspicious,F,,32463.0,6/9/2018,
83.0,T31-1KGW ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34041.0,17/9/2018,
84.0,T31-IEHR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,32084.0,22/8/2018,
85.0,T31-ET316 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,32085.0,22/8/2018,
86.0,T31-WVLB ,Benzyl Penicillin,Lactose,Suspicious,F,,30161.0,28/8/2018,
87.0,T31-GLZS ,Benzyl Penicillin,Lactose,Suspicious,F,,31881.0,28/8/2018,
88.0,T31-0Y3D ,Benzyl Penicillin,Lactose,Suspicious,F,,31880.0,28/8/2018,
89.0,T31-D4OG ,Benzyl Penicillin,Lactose,Suspicious,F,,31893.0,22/8/2018,
90.0,T31-ZGE6 ,Benzyl Penicillin,Lactose,Suspicious,F,,31894.0,22/8/2018,
91.0,T31-OM07 ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,31665.0,6/9/2018,
92.0,T31-BGQ8 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30409.0,17/8/2018,
93.0,T31-ATBB ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30352.0,17/8/2018,
94.0,T31-ZEPZ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30354.0,17/8/2018,
95.0,T31-1BJ7 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,31636.0,6/9/2018,
96.0,T31-6O2C ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,31637.0,4/9/2018,
97.0,T31-D5Y8 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30353.0,17/8/2018,
98.0,T31-GEWT ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,34021.0,19/9/2018,
99.0,T31-1GTU ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,30356.0,17/8/2018,
100.0,T31-9HEU ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30410.0,17/8/2018,
101.0,T31-6ZU9 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,31635.0,4/9/2018,
102.0,T31-5BQL ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30395.0,17/8/2018,
103.0,T31-4A5W ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30355.0,17/8/2018,
104.0,T31-KIF5 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30359.0,17/8/2018,
105.0,T31-WPDJ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30357.0,17/8/2018,
106.0,T31-T1GV ,Penicillin Procaine,Vitamin C,Suspicious,D,,34024.0,19/9/2018,
107.0,T31-C31K ,Penicillin Procaine,Vitamin C,Suspicious,D,,34023.0,19/9/2018,
108.0,T31-85LY ,Penicillin Procaine,Vitamin C,Suspicious,D,,34028.0,19/9/2018,
109.0,T31-AVQD ,Penicillin Procaine,Vitamin C,Suspicious,D,,34025.0,19/9/2018,
110.0,T31-NMY9 ,Penicillin Procaine,Vitamin C,Suspicious,D,,30398.0,17/8/2018,
111.0,T31-YS6V ,Penicillin Procaine,Vitamin C,Suspicious,D,,30399.0,17/8/2018,
112.0,T31-TMS5 ,Penicillin Procaine,Vitamin C,Suspicious,D,,31666.0,6/9/2018,
113.0,T31-JR0Y ,Penicillin Procaine,Vitamin C,Suspicious,D,,34037.0,19/9/2018,
114.0,T31-8A77 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34038.0,19/9/2018,
115.0,T31-URD4 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34026.0,19/9/2018,
116.0,T31-V32Y ,Penicillin Procaine,Starch,Suspicious,D,Yes,30358.0,17/8/2018,
117.0,T31-Z0CK ,Penicillin Procaine,Starch,Suspicious,D,Yes,31634.0,4/9/2018,
118.0,T31-YBR5 ,Penicillin Procaine,Starch,Suspicious,D,Yes,31664.0,6/9/2018,
119.0,T31-4CFL ,Penicillin Procaine,Starch,Suspicious,D,Yes,34027.0,19/9/2018,
120.0,T31-9N0D ,Penicillin Procaine,Starch,Suspicious,D,,34022.0,19/9/2018,
121.0,T31-10BY ,Quinine ,Quinine,Quinine,,,29405.0,31/8/2018,
122.0,T31-N8EN ,Quinine ,Quinine,Quinine,,,29404.0,31/8/2018,
123.0,T31-LG6D ,Quinine ,Quinine,Quinine,,,30331.0,20/8/2018,
124.0,T31-5F8W ,Quinine ,Quinine,Quinine,,,34033.0,20/9/2018,
125.0,T31-8NUM ,Quinine ,Quinine,Quinine,,,32463.0,31/8/2018,
126.0,T31-L1L8 ,Quinine ,Quinine,Quinine,,,34032.0,20/9/2018,
127.0,T31-QFE3 ,Quinine ,Quinine,Quinine,,,30333.0,20/8/2018,
128.0,T31-QS0H ,Quinine ,Quinine,Quinine,,,30394.0,20/8/2018,
129.0,T31-AJEF ,Quinine ,Quinine,Quinine,,,30084.0,31/8/2018,
130.0,T31-G3C1 ,Quinine ,Quinine,Quinine,,,31675.0,20/9/2018,
131.0,T31-XJHD ,Quinine ,Quinine,Quinine,,,30397.0,20/8/2018,
132.0,T31-GM2V ,Quinine ,Quinine,Quinine,,,30393.0,20/8/2018,
133.0,T31-WCWR ,Quinine ,Quinine,Quinine,,,29403.0,31/8/2018,
134.0,T31-CUGV ,Quinine ,Quinine,Quinine,,,34029.0,20/9/2018,
135.0,T31-MIFF ,Quinine ,Quinine,Quinine,,,30329.0,20/8/2018,
136.0,T31-X7T7 ,Quinine ,Cellulose,Suspicious,D,,31903.0,20/8/2018,
137.0,T31-R62D ,Quinine ,Cellulose,Suspicious,D,,34036.0,20/9/2018,
138.0,T31-JO1Z ,Quinine ,Cellulose,Suspicious,D,,34035.0,20/9/2018,
139.0,T31-9IFZ ,Quinine ,Cellulose,Suspicious,D,,31888.0,20/8/2018,
140.0,T31-AVZ7 ,Quinine ,Cellulose,Suspicious,D,,30330.0,20/8/2018,
141.0,T31-LQEB ,Quinine ,Cellulose,Suspicious,D,,29401.0,31/8/2018,
142.0,T31-1D1L ,Quinine ,Cellulose,Suspicious,D,,29402.0,31/8/2018,
143.0,T31-3K2V ,Quinine ,Starch,Suspicious,D,Yes,30085.0,31/8/2018,
144.0,T31-10RL ,Quinine ,Starch,Suspicious,D,Yes,32462.0,31/8/2018,
145.0,T31-BX5H ,Quinine ,Starch,Suspicious,D,Yes,34030.0,20/9/2018,
146.0,T31-5DYY ,Quinine ,Starch,Suspicious,D,Yes,30334.0,20/8/2018,
147.0,T31-1X59 ,Quinine ,Starch,Suspicious,D,Yes,29685.0,31/8/2018,
148.0,T31-NHUB ,Quinine ,Starch,Suspicious,D,Yes,32460.0,31/8/2018,
149.0,T31-IMJU ,Quinine ,Lactose,Suspicious,D,,32459.0,29/8/2018,
150.0,T31-WIMT ,Quinine ,Lactose,Suspicious,D,,30332.0,20/8/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
