Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
74.0,T30-GOOA ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33972.0,4/9/2018,
75.0,T30-KU0N ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34913.0,21/9/2018,
76.0,T30-QVZH ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34914.0,21/9/2018,
77.0,T30-V7M2 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34089.0,23/9/2018,
78.0,T30-1WQE ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34925.0,21/9/2018,
79.0,T30-IZNI ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34090.0,23/9/2018,
80.0,T30-HN91 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34915.0,21/9/2018,
81.0,T30-U53F ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34091.0,23/9/2018,
82.0,T30-XYUE ,Benzyl Penicillin,Vitamin C,Suspicious,F,,35408.0,21/8/2018,
83.0,T30-R42B ,Benzyl Penicillin,Vitamin C,Suspicious,F,,30591.0,5/9/2018,
84.0,T30-FK7V ,Benzyl Penicillin,Vitamin C,Suspicious,F,,35164.0,21/8/2018,
85.0,T30-RVAZ ,Benzyl Penicillin,Lactose,Suspicious,F,,33973.0,4/9/2018,
86.0,T30-3GZ4 ,Benzyl Penicillin,Lactose,Suspicious,F,,34365.0,21/8/2018,
87.0,T30-RL9U ,Benzyl Penicillin,Lactose,Suspicious,F,,33977.0,3/9/2018,
88.0,T30-I6SC ,Benzyl Penicillin,Lactose,Suspicious,F,,33982.0,3/9/2018,
89.0,T30-C0FY ,Benzyl Penicillin,Lactose,Suspicious,F,,34375.0,21/8/2018,
90.0,T30-D6K4 ,Benzyl Penicillin,Lactose,Suspicious,F,,35389.0,21/8/2018,
91.0,T30-R6VQ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,35410.0,21/8/2018,
92.0,T30-DHQ7 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33963.0,3/9/2018,
93.0,T30-JX8X ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,33964.0,3/9/2018,
94.0,T30-TQBY ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34920.0,21/9/2018,
95.0,T30-GKD3 ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,33961.0,3/9/2018,
96.0,T30-Q7WJ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,35160.0,21/8/2018,
97.0,T30-F154 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34921.0,21/9/2018,
98.0,T30-B7AP ,Penicillin Procaine,Penicillin Procaine,Suspicious,D,,33962.0,3/9/2018,
99.0,T30-NO1Z ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,35409.0,21/8/2018,
100.0,T30-D3OB ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33975.0,3/9/2018,
101.0,T30-PJM8 ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,33965.0,3/9/2018,
102.0,T30-O6WN ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34922.0,21/9/2018,
103.0,T30-I5OP ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34912.0,21/9/2018,
104.0,T30-Z0L6 ,Penicillin Procaine,Penicillin Procaine,Suspicious,D,,34919.0,21/9/2018,
105.0,T30-0CCM ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34923.0,21/9/2018,
106.0,T30-ZJXP ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,35161.0,21/8/2018,
107.0,T30-FFL3 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,35162.0,21/8/2018,
108.0,T30-JFL1 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34940.0,21/9/2018,
109.0,T30-CVNU ,Penicillin Procaine,Vitamin C,Suspicious,D,,34377.0,21/8/2018,
110.0,T30-0K2V ,Penicillin Procaine,Vitamin C,Suspicious,D,,34368.0,22/8/2018,
111.0,T30-K5QI ,Penicillin Procaine,Vitamin C,Suspicious,D,,34376.0,21/8/2018,
112.0,T30-NIOZ ,Penicillin Procaine,Vitamin C,Suspicious,D,,34379.0,21/8/2018,
113.0,T30-R0J6 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34941.0,21/9/2018,
114.0,T30-YPWP ,Penicillin Procaine,Vitamin C,Suspicious,D,,30600.0,5/9/2018,
115.0,T30-GK3Z ,Penicillin Procaine,Vitamin C,Suspicious,D,,34378.0,21/8/2018,
116.0,T30-AW23 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34926.0,21/9/2018,
117.0,T30-JZLF ,Penicillin Procaine,Cellulose,Suspicious,D,,31668.0,5/9/2018,
118.0,T30-R12R ,Penicillin Procaine,Cellulose,Suspicious,D,,30602.0,5/9/2018,
119.0,T30-GBR7 ,Penicillin Procaine,Cellulose,Suspicious,D,,34373.0,22/8/2018,
120.0,T30-784A ,Penicillin Procaine,Cellulose,Suspicious,D,,34942.0,21/9/2018,
121.0,T30-8WZK ,Quinine ,Quinine,Quinine,,,34937.0,21/9/2018,
122.0,T30-76BZ ,Quinine ,Quinine,Quinine,,,35329.0,20/8/2018,
123.0,T30-INCK ,Quinine ,Quinine,Quinine,,,33988.0,3/9/2018,
124.0,T30-PLDA ,Quinine ,Quinine,Quinine,,,33987.0,3/9/2018,
125.0,T30-NDDR ,Quinine ,Quinine,Quinine,,,34939.0,21/9/2018,
126.0,T30-JUNW ,Quinine ,Quinine,Quinine,,,34943.0,21/9/2018,
127.0,T30-VTND ,Quinine ,Quinine,Quinine,,,34938.0,21/9/2018,
128.0,T30-VYU7 ,Quinine ,Quinine,Quinine,,,35386.0,20/8/2018,
129.0,T30-5E5N ,Quinine ,Quinine,Quinine,,,33986.0,3/9/2018,
130.0,T30-0PJU ,Quinine ,Quinine,Quinine,,,33951.0,3/9/2018,
131.0,T30-LYIW ,Quinine ,Quinine,Quinine,,,34951.0,21/9/2018,
132.0,T30-VAB3 ,Quinine ,Quinine,Quinine,,,34936.0,3/9/2018,
133.0,T30-T6YZ ,Quinine ,Quinine,Quinine,,,33985.0,3/9/2018,
134.0,T30-PE7X ,Quinine ,Quinine,Quinine,,,33950.0,21/9/2018,
135.0,T30-AEH7 ,Quinine ,Quinine,Quinine,,,35393.0,20/8/2018,
136.0,T30-QNT30 ,Quinine ,Starch,Suspicious,D,Yes,35332.0,20/8/2018,Starch is present
137.0,T30-535N ,Quinine ,Starch,Suspicious,D,Yes,35330.0,20/8/2018,Starch is present
138.0,T30-IRBW ,Quinine ,Starch,Suspicious,D,Yes,35394.0,20/8/2018,Starch is present
139.0,T30-QDQ2 ,Quinine ,Starch,Suspicious,D,Yes,34917.0,21/9/2018,
140.0,T30-CTQA ,Quinine ,Starch,Suspicious,D,Yes,35392.0,20/8/2018,Starch is present
141.0,T30-8YXI ,Quinine ,Starch,Suspicious,D,Yes,35334.0,20/8/2018,Starch is present
142.0,T30-HFIB ,Quinine ,Starch,Suspicious,D,,35391.0,20/8/2018,
143.0,T30-OL21 ,Quinine ,Lactose,Suspicious,D,,35381.0,20/8/2018,
144.0,T30-LHML ,Quinine ,Lactose,Suspicious,D,,35331.0,20/8/2018,
145.0,T30-144N ,Quinine ,Lactose,Suspicious,D,,35388.0,20/8/2018,
146.0,T30-TB2Z ,Quinine ,Lactose,Suspicious,D,,34916.0,21/9/2018,
147.0,T30-MI5D ,Quinine ,Lactose,Suspicious,D,,35333.0,20/8/2018,
148.0,T30-XGAF ,Quinine ,Lactose,Suspicious,D,,35395.0,20/8/2018,
149.0,T30-OWJK ,Quinine ,Lactose,Suspicious,D,,35328.0,20/8/2018,
150.0,T30-LUUV ,Quinine ,Vitamin C,Suspicious,D,,34918.0,21/9/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
