Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
36.0,T34-EVQG ,Paracetamol,Paracetamol,Paracetamol,,,34606.0,17/9/2018,
37.0,T34-QAZ1 ,Paracetamol,Paracetamol,Paracetamol,,,30749.0,21/9/2018,
38.0,T34-NWVS ,Paracetamol,Paracetamol,Paracetamol,,,34862.0,3/9/2018,
39.0,T34-NB5M ,Paracetamol,Paracetamol,Paracetamol,,,33949.0,14/8/2018,Grey color in Lane L
40.0,T34-HBSD ,Paracetamol,Paracetamol,Paracetamol,,,34904.0,3/9/2018,
41.0,T34-IR3Y ,Paracetamol,Paracetamol,Paracetamol,,,34618.0,17/9/2018,
42.0,T34-70PA ,Paracetamol,Paracetamol,Paracetamol,,,30748.0,21/9/2018,
43.0,T34-M0JR ,Paracetamol,Paracetamol,Paracetamol,,,33915.0,14/8/2018,Grey color in Lane L
44.0,T34-J6MR ,Paracetamol,Paracetamol,Paracetamol,,,34863.0,3/9/2018,
45.0,T34-T51E ,Paracetamol,Paracetamol,Paracetamol,,,33948.0,14/8/2018,
46.0,T34-U52S ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34906.0,3/9/2018,
47.0,T34-ZXQA ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,30747.0,21/9/2018,
48.0,T34-0E2L ,Paracetamol,Paracetamol Starch,Suspicious,K,Yes,30751.0,21/9/2018,
49.0,T34-2AZ6 ,Paracetamol,Vitamin C,Suspicious,K,,30752.0,21/9/2018,
50.0,T34-NTZG ,Paracetamol,Vitamin C,Suspicious,K,,34887.0,3/9/2018,
51.0,T34-HL46 ,Paracetamol,Vitamin C,Suspicious,K,,30753.0,21/9/2018,
52.0,T34-QURY ,Paracetamol,Vitamin C,Suspicious,K,,30755.0,21/9/2018,
53.0,T34-YLHO ,Paracetamol,Vitamin C,Suspicious,K,,30756.0,21/9/2018,
54.0,T34-M9B2 ,Paracetamol,Vitamin C,Suspicious,K,,30758.0,21/9/2018,
55.0,T34-1TVG ,Paracetamol,Vitamin C,Suspicious,K,,33935.0,14/8/2018,Orange color in K
56.0,T34-4O60 ,Paracetamol,Vitamin C,Suspicious,K,,30757.0,21/9/2018,
57.0,T34-4VM4 ,Paracetamol,Vitamin C,Suspicious,K,,34860.0,3/9/2018,
58.0,T34-1CIE ,Paracetamol,Vitamin C,Suspicious,K,,33934.0,14/8/2018,Orange color in K
59.0,T34-O10O ,Paracetamol,Cellulose,Paracetamol,,,34907.0,3/9/2018,
60.0,T34-7OTG ,Paracetamol,Cellulose,Paracetamol,,,32452.0,21/9/2018,
61.0,T34-JI53 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33907.0,13/8/208,Blue color in Lane D
62.0,T34-0ARL ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34588.0,18/9/2018,
63.0,T34-BY85 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33893.0,13/8/2018,
64.0,T34-1JB4 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34525.0,5/9/2018,
65.0,T34-NVP3 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34585.0,18/9/2018,
66.0,T34-YB1E ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33904.0,13/8/2018,
67.0,T34-OFA3 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34526.0,5/9/2018,
68.0,T34-RTNR ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34527.0,5/9/2018,
69.0,T34-6JYB ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34538.0,5/9/2018,
70.0,T34-FKSJ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34536.0,5/9/2018,
71.0,T34-MGH6 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34521.0,5/9/2018,
72.0,T34-T5OG ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33911.0,13/8/2018,Blue color in Lane D
73.0,T34-V8VB ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33912.0,13/8/2018,Blue color in Lane D
74.0,T34-0886 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34522.0,5/9/2018,
75.0,T34-E772 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,33914.0,13/8/2018,
76.0,T34-KVPU ,Benzyl Penicillin,Lactose,Suspicious,F,,33895.0,13/8/2018,No deep green in F
77.0,T34-YVCK ,Benzyl Penicillin,Lactose,Suspicious,F,,33906.0,13/8/2018,No deep green in F
78.0,T34-H465 ,Benzyl Penicillin,Lactose,Suspicious,F,,33905.0,13/8/2018,No deep green in F
79.0,T34-RAC7 ,Benzyl Penicillin,Lactose,Suspicious,F,,34543.0,5/9/2018,
80.0,T34-PZVB ,Benzyl Penicillin,Lactose,Suspicious,F,,34520.0,5/9/2018,
81.0,T34-Q5V7 ,Benzyl Penicillin,Starch,Suspicious,F,Yes,34586.0,18/9/2018,
82.0,T34-KC4E ,Benzyl Penicillin,Starch,Suspicious,F,Yes,33909.0,13/8/2018,No deep green in F and starch is present
83.0,T34-QTHN ,Benzyl Penicillin,Vitamin C,Suspicious,F,,33908.0,13/8/2018,No deep green in F
84.0,T34-4VZG ,Benzyl Penicillin,Vitamin C,Suspicious,F,,33910.0,13/8/2018,No deep green in F
85.0,T34-YAS5 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34605.0,18/9/2018,
86.0,T34-IP9E ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34537.0,5/9/2018,
87.0,T34-AEN0 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,33894.0,13/8/2018,No deep green in F
88.0,T34-3WBR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34539.0,5/9/2018,
89.0,T34-EJZF ,Benzyl Penicillin,Vitamin C,Suspicious,F,,33913.0,13/8/2018,No deep green in F
90.0,T34-PNK7 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34579.0,18/9/2018,
91.0,T34-FSGD ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30762.0,19/9/2018,
92.0,T34-9H07 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34858.0,3/9/2018,
93.0,T34-7FXJ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34856.0,3/9/2018,
94.0,T34-1MOH ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33824.0,15/8/2018,
95.0,T34-G2PF ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,30766.0,19/9/2018,
96.0,T34-UMRZ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33820.0,15/8/2018,
97.0,T34-DFK5 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30765.0,19/9/2018,
98.0,T34-L1JP ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33918.0,15/8/2018,
99.0,T34-6HOK ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30767.0,19/9/2018,
100.0,T34-BZUB ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34857.0,3/9/2018,
101.0,T34-RHB0 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33917.0,15/8/2018,
102.0,T34-ABX9 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34848.0,3/9/2018,
103.0,T34-AL3G ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33916.0,15/8/2018,
104.0,T34-S3OF ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,30759.0,19/9/2018,
105.0,T34-0NRN ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,33745.0,15/8/2018,
106.0,T34-ZNM0 ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,33822.0,15/8/2018,
107.0,T34-TX9D ,Penicillin Procaine,Lactose,Suspicious,D,,33821.0,15/8/2018,
108.0,T34-C94X ,Penicillin Procaine,Lactose,Suspicious,D,,33932.0,15/8/2018,
109.0,T34-CXCS ,Penicillin Procaine,Lactose,Suspicious,D,,30763.0,19/9/2018,
110.0,T34-PETX ,Penicillin Procaine,Lactose,Suspicious,D,,30768.0,19/9/2018,
111.0,T34-RILA ,Penicillin Procaine,Lactose,Suspicious,D,,33919.0,15/8/2018,
112.0,T34-ZZWH ,Penicillin Procaine,Cellulose,Suspicious,D,,30761.0,19/9/2018,
113.0,T34-MMVS ,Penicillin Procaine,Starch,Suspicious,D,Yes,33825.0,15/8/2018,
114.0,T34-VZO0 ,Penicillin Procaine,Starch,Suspicious,D,Yes,33933.0,15/8/2018,
115.0,T34-R0RE ,Penicillin Procaine,Vitamin C,Suspicious,D,,33819.0,15/8/2018,
116.0,T34-KON9 ,Penicillin Procaine,Vitamin C,Suspicious,D,,30744.0,19/9/2018,
117.0,T34-9GK3 ,Penicillin Procaine,Vitamin C,Suspicious,D,,30764.0,19/9/2018,
118.0,T34-KAZC ,Penicillin Procaine,Vitamin C,Suspicious,D,,34861.0,3/9/2018,
119.0,T34-XO7B ,Penicillin Procaine,Vitamin C,Suspicious,D,,30760.0,19/9/2018,
120.0,T34-G0H9 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34859.0,3/9/2018,
121.0,T34-2B60 ,Quinine ,Quinine ,Quinine,,,33759.0,16/8/2018,
122.0,T34-X13J ,Quinine ,Quinine ,Quinine,,,33751.0,16/8/2018,
123.0,T34-AMCX ,Quinine ,Quinine ,Quinine,,,33749.0,16/8/2018,
124.0,T34-I5CS ,Quinine ,Quinine ,Quinine,,,34911.0,4/9/2018,
125.0,T34-E843 ,Quinine ,Quinine ,Quinine,,,34884.0,4/9/2018,
126.0,T34-02RY ,Quinine ,Quinine ,Quinine,,,34910.0,4/9/2018,
127.0,T34-HJWM ,Quinine ,Quinine ,Quinine,,,34880.0,4/9/2018,
128.0,T34-6UF5 ,Quinine ,Quinine ,Quinine,,,33817.0,16/8/2018,
129.0,T34-9UUB ,Quinine ,Quinine ,Quinine,,,34883.0,4/9/2018,
130.0,T34-ECPD ,Quinine ,Quinine ,Quinine,,,34885.0,4/9/2018,
131.0,T34-YV69 ,Quinine ,Quinine ,Quinine,,,33750.0,16/8/2018,
132.0,T34-NPKJ ,Quinine ,Quinine ,Quinine,,,34882.0,4/9/2018,
133.0,T34-IS8G ,Quinine ,Quinine ,Quinine,,,33756.0,16/8/2018,
134.0,T34-ZYTO ,Quinine ,Quinine ,Quinine,,,33758.0,16/8/2018,
135.0,T34-55MB ,Quinine ,Quinine ,Quinine,,,34591.0,18/9/2018,
136.0,T34-UX41 ,Quinine ,Lactose,Suspicious,D,,33801.0,16/8/2018,
137.0,T34-1NUR ,Quinine ,Lactose,Suspicious,D,,34909.0,4/9/2018,
138.0,T34-MYDP ,Quinine ,Lactose,Suspicious,D,,34908.0,4/9/2018,
139.0,T34-YRX9 ,Quinine ,Starch,Suspicious,D,Yes,34524.0,4/9/2018,
140.0,T34-3OPV ,Quinine ,Starch,Suspicious,D,Yes,34881.0,4/9/2018,
141.0,T34-OHAC ,Quinine ,Cellulose,Suspicious,D,,33802.0,16/8/2018,
142.0,T34-4VNB ,Quinine ,Cellulose,Suspicious,D,,34456.0,4/9/2018,
143.0,T34-PRQR ,Quinine ,Vitamin C,Suspicious,D,,34458.0,4/9/2018,
144.0,T34-11SI ,Quinine ,Vitamin C,Suspicious,D,,34459.0,4/9/2018,
145.0,T34-H51D ,Quinine ,Vitamin C,Suspicious,D,,34463.0,4/9/2018,
146.0,T34-6RP5 ,Quinine ,Vitamin C,Suspicious,D,,34457.0,4/9/2018,
147.0,T34-N5GV ,Quinine ,Vitamin C,Suspicious,D,,33800.0,16/8/2018,
148.0,T34-APYG ,Quinine ,Vitamin C,Suspicious,D,,34590.0,18/9/2018,
149.0,T34-7PVB ,Quinine ,Vitamin C,Suspicious,D,,34589.0,18/9/2018,
150.0,T34-PQTF ,Quinine ,Vitamin C,Suspicious,D,,34584.0,18/9/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
