Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
38.0,T40-655C ,Paracetamol,Paracetamol,Paracetamol,,,34994.0,21/8/2018,
39.0,T40-J07A ,Paracetamol,Paracetamol,Paracetamol,,,35238.0,5/9/2018,
40.0,T40-VJ4F ,Paracetamol,Paracetamol,Paracetamol,,,35279.0,5/9/2018,
41.0,T40-5X2G ,Paracetamol,Paracetamol,Paracetamol,,,32089.0,22/9/2018,
42.0,T40-8NWH ,Paracetamol,Paracetamol,Paracetamol,,,34993.0,21/8/2018,
43.0,T40-P54S ,Paracetamol,Paracetamol,Paracetamol,,,34996.0,21/8/2018,
44.0,T40-PI4F ,Paracetamol,Paracetamol,Paracetamol,,,34998.0,21/8/2018,
45.0,T40-4WV8 ,Paracetamol,Paracetamol,Paracetamol,,,34997.0,21/8/2018,
46.0,T40-IOSV ,Paracetamol,Paracetamol,Paracetamol,,,34124.0,22/9/2018,
47.0,T40-GGLJ ,Paracetamol,Lactose,Suspicious,K,,34877.0,21/8/2018,
48.0,T40-5Z88 ,Paracetamol,Lactose,Paracetamol,,,35277.0,5/9/2018,
49.0,T40-U6BP ,Paracetamol,Lactose,Suspicious,K,,34092.0,22/9/2018,
50.0,T40-DWSD,Paracetamol,Lactose,Suspicious,K,,34093.0,22/9/2018,
51.0,T40-198Y ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35237.0,5/9/2018,
52.0,T40-QQPN ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35276.0,5/9/2018,
53.0,T40-5ZS6 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35226.0,5/9/2018,
54.0,T40-TVTH ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34979.0,21/8/2018,
55.0,T40-KFS4 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35278.0,5/9/2018,
56.0,T40-ZG3D ,Paracetamol,Vitamin C,Suspicious,K,,35096.0,5/9/2018,
57.0,T40-IHJ7 ,Paracetamol,Vitamin C,Suspicious,K,,32465.0,22/9/2018,
58.0,T40-9IV0 ,Paracetamol,Vitamin C,Suspicious,K,,35097.0,9/8/2018,
59.0,T40-BSED ,Paracetamol,Cellulose,Paracetamol,,,32090.0,22/9/2018,
60.0,T40-IKTE ,Paracetamol,Cellulose,Suspicious,K,,35234.0,5/9/2018,
61.0,T40-7RTP ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34595.0,22/9/2018,
62.0,T40-TKOB ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34822.0,20/8/2018,
63.0,T40-6DJQ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35100.0,8/9/2018,
64.0,T40-H0SZ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34598.0,22/9/2018,
65.0,T40-D9M1 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30370.0,20/8/2018,
66.0,T40-TG7X ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34866.0,20/8/2018,
67.0,T40-CU16 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35098.0,8/9/2018,
68.0,T40-6MZE ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34821.0,20/8/2018,
69.0,T40-774K ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35232.0,8/9/2018,
70.0,T40-1Q3A ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34867.0,20/8/2018,
71.0,T40-6KLX ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30371.0,20/8/2018,
72.0,T40-LZVG ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35102.0,8/9/2018,
73.0,T40-KS5F ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34597.0,22/9/2018,
74.0,T40-3L9V ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34823.0,20/8/2018,
75.0,T40-UBH5 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34599.0,22/9/2018,
76.0,T40-1XQ6 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35233.0,8/9/2018,
77.0,T40-5LHP ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34556.0,22/9/2018,
78.0,T40-AX10 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34610.0,22/9/2018,
79.0,T40-ORWN ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35101.0,8/9/2018,
80.0,T40-GDVC ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34594.0,22/9/2018,
81.0,T40-SHGW ,Benzyl Penicillin,Cellulose,Suspicious,F,,33709.0,8/9/2018,
82.0,T40-7FY3 ,Benzyl Penicillin,Cellulose,Suspicious,F,,34611.0,22/9/2018,
83.0,T40-TVHC ,Benzyl Penicillin,Cellulose,Suspicious,F,,34592.0,22/9/2018,
84.0,T40-FHQ8 ,Benzyl Penicillin,Cellulose,Suspicious,F,,33708.0,8/9/2018,
85.0,T40-21EL ,Benzyl Penicillin,Cellulose,Suspicious,F,,30375.0,20/8/2018,
86.0,T40-L8X4 ,Benzyl Penicillin,Cellulose,Suspicious,F,,33707.0,8/9/2018,
87.0,T40-TGL6 ,Benzyl Penicillin,Cellulose,Suspicious,F,,34593.0,22/9/2018,
88.0,T40-Z8ZX ,Benzyl Penicillin,Vitamin C,Suspicious,F,,30369.0,20/8/2018,
89.0,T40-IGKX ,Benzyl Penicillin,Vitamin C,Suspicious,F,,33706.0,8/9/2018,
90.0,T40-TBK4 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,34609.0,22/9/2018,
91.0,T40-CSPL ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,33684.0,8/9/2018,
92.0,T40-GSM8 ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,33705.0,8/9/2018,
93.0,T40-R9MD ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,34869.0,19/8/2018,
94.0,T40-ZR6W ,Penicillin Procaine,Penicillin Procaine,Suspicious,D,,34614.0,22/9/2018,
95.0,T40-LWG5 ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,34868.0,19/8/2018,
96.0,T40-KQPL ,Penicillin Procaine,Penicillin Procaine,Suspicious,D,,33698.0,9/9/2018,
97.0,T40-7727 ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,34870.0,19/8/2018,
98.0,T40-UJZG ,Penicillin Procaine,Penicillin Procaine,Suspicious,D,,34613.0,22/9/2018,
99.0,T40-IFB2 ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,33682.0,9/9/2018,
100.0,T40-RZP0 ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,30390.0,19/8/2018,
101.0,T40-2WSA ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,33704.0,9/9/2018,
102.0,T40-BX8N ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,34871.0,19/8/2018,
103.0,T40-4NED ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,34612.0,22/9/2018,
104.0,T40-6KUW ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,33685.0,9/9/2018,
105.0,T40-4KXH ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,30388.0,19/8/2018,
106.0,T40-XBH9 ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,33681.0,9/9/2018,
107.0,T40-4HSG ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,34615.0,22/9/2018,
108.0,T40-AS5Y ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,34835.0,19/8/2018,
109.0,T40-KBIF ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,34121.0,22/9/2018,
110.0,T40-CXC2 ,Penicillin Procaine,Paracetamol Starch,Suspicious,D,Yes,33683.0,9/9/2018,
111.0,T40-QHYS ,Penicillin Procaine,Cellulose,Suspicious,D,,34127.0,22/9/2018,
112.0,T40-WEXY ,Penicillin Procaine,Cellulose,Suspicious,D,,33701.0,9/9/2018,
113.0,T40-4YEX ,Penicillin Procaine,Cellulose,Suspicious,D,,33702.0,9/9/2018,
114.0,T40-U9HI ,Penicillin Procaine,Cellulose,Suspicious,D,,34608.0,22/9/2018,
115.0,T40-ESEV ,Penicillin Procaine,Cellulose,Suspicious,D,,34865.0,19/8/2018,
116.0,T40-PKD1 ,Penicillin Procaine,Cellulose,Suspicious,D,,33703.0,9/9/2018,
117.0,T40-8FCS ,Penicillin Procaine,Cellulose,Suspicious,D,,34120.0,22/9/2018,
118.0,T40-YTN4 ,Penicillin Procaine,Cellulose,Suspicious,D,,34864.0,19/8/2018,
119.0,T40-ZXA5 ,Penicillin Procaine,Vitamin C,Suspicious,D,,30389.0,19/8/2018,
120.0,T40-M9PJ ,Penicillin Procaine,Vitamin C,Suspicious,D,,34122.0,22/9/2018,
121.0,T40-690O ,Quinine ,Quinine,Quinine,,,33686.0,9/9/2018,
122.0,T40-OY5E ,Quinine ,Quinine,Quinine,,,33690.0,9/9/2018,
123.0,T40-H93Y ,Quinine ,Quinine,Quinine,,,34818.0,20/8/2018,
124.0,T40-45CO ,Quinine ,Quinine,Quinine,,,30368.0,20/8/2018,
125.0,T40-N2UB ,Quinine ,Quinine,Quinine,,,33691.0,9/9/2018,
126.0,T40-KSE1 ,Quinine ,Quinine,Quinine,,,32490.0,21/9/2018,
127.0,T40-L4P8 ,Quinine ,Quinine,Quinine,,,32491.0,21/9/2018,
128.0,T40-ASMW ,Quinine ,Quinine,Quinine,,,33689.0,9/9/2018,
129.0,T40-VAZP ,Quinine ,Quinine,Quinine,,,34819.0,20/8/2018,
130.0,T40-DDN8 ,Quinine ,Quinine,Quinine,,,30372.0,20/8/2018,
131.0,T40-I2DA ,Quinine ,Quinine,Quinine,,,32469.0,21/9/2018,
132.0,T40-L25O ,Quinine ,Quinine,Quinine,,,32471.0,21/9/2018,
133.0,T40-98CX ,Quinine ,Quinine,Quinine,,,33611.0,9/9/2018,
134.0,T40-K5KO ,Quinine ,Quinine,Quinine,,,34989.0,20/8/2018,
135.0,T40-5EWC ,Quinine ,Quinine,Quinine,,,34952.0,20/8/2018,
136.0,T40-RDV9 ,Quinine ,Paracetamol Starch,Suspicious,D,Yes,32489.0,21/9/2018,
137.0,T40-UB5Q ,Quinine ,Lactose,Suspicious,D,,33687.0,9/9/2018,
138.0,T40-7BLE ,Quinine ,Lactose,Suspicious,D,,30374.0,20/8/2018,
139.0,T40-KDJ9 ,Quinine ,Vitamin C,Suspicious,D,,32466.0,21/9/2018,
140.0,T40-J3PD ,Quinine ,Vitamin C,Suspicious,D,,32468.0,21/9/2018,
141.0,T40-43OA ,Quinine ,Vitamin C,Suspicious,D,,32455.0,21/9/2018,
142.0,T40-F1UE ,Quinine ,Vitamin C,Suspicious,D,,33694.0,9/9/2018,
143.0,T40-2JRD ,Quinine ,Vitamin C,Suspicious,D,,33692.0,9/9/2018,
144.0,T40-IUZD ,Quinine ,Cellulose,Suspicious,D,,34991.0,20/8/2018,
145.0,T40-7PCR ,Quinine ,Cellulose,Suspicious,D,,32488.0,21/9/2018,
146.0,T40-XTM2 ,Quinine ,Cellulose,Suspicious,D,,32470.0,21/9/2018,
147.0,T40-2C02 ,Quinine ,Cellulose,Suspicious,D,,33693.0,9/9/2018,
148.0,T40-IIYD ,Quinine ,Cellulose,Suspicious,D,,34984.0,20/8/2018,
149.0,T40-LY50 ,Quinine ,Cellulose,Suspicious,D,,33695.0,9/9/2018,
150.0,T40-1H2S ,Quinine ,Cellulose,Suspicious,D,,34990.0,20/8/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
