Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
97.0,T32-5PKV ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,32434.0,20/8/2018,
98.0,T32-BDPH ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34804.0,20/8/2018,
99.0,T32-34SS ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34800.0,22/8/2018,
100.0,T32-F3KG ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,32439.0,20/8/2018,
101.0,T32-KREI ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34746.0,22/8/2018,Lane D and E faint
102.0,T32-7XTN ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,35009.0,4/9/2018,
103.0,T32-ENMC ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34933.0,22/8/2018,
104.0,T32-ZMWF ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34928.0,22/8/2018,
105.0,T32-246C ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34929.0,22/8/2018,
106.0,T32-X6DQ ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,34932.0,22/8/2018,
107.0,T32-ZVPD ,Penicillin Procaine,Lactose,Suspicious,D,,34805.0,20/8/2018,
108.0,T32-CFBS ,Penicillin Procaine,Lactose,Suspicious,D,,34747.0,20/8/2018,
109.0,T32-NX5B ,Penicillin Procaine,Starch,Suspicious,D,Yes,35008.0,4/9/2018,
110.0,T32-KZRX ,Penicillin Procaine,Starch,Suspicious,D,Yes,35188.0,4/9/2018,
111.0,T32-2E5U ,Penicillin Procaine,Starch,Suspicious,D,Yes,35014.0,4/9/2018,
112.0,T32-P2A0 ,Penicillin Procaine,Starch,Suspicious,D,Yes,32437.0,20/8/2018,
113.0,T32-BAP9 ,Penicillin Procaine,Vitamin C,Suspicious,D,,29884.0,4/9/2018,
114.0,T32-Z63R ,Penicillin Procaine,Vitamin C,Suspicious,D,,30034.0,4/9/2018,
115.0,T32-UOQ8 ,Penicillin Procaine,Vitamin C,Suspicious,D,,30036.0,4/9/2018,
116.0,T32-1KEW ,Penicillin Procaine,Vitamin C,Suspicious,D,,34815.0,22/8/2018,
117.0,T32-762R ,Penicillin Procaine,Vitamin C,Suspicious,D,,34814.0,22/8/2018,
118.0,T32-FZDD ,Penicillin Procaine,Vitamin C,Suspicious,D,,30035.0,4/9/2018,
119.0,T32-7Z7W ,Penicillin Procaine,Vitamin C,Suspicious,D,,34809.0,22/8/2018,
120.0,T32-DFA2 ,Penicillin Procaine,Vitamin C,Suspicious,D,,34813.0,22/8/2018,
121.0,T32-3P3Q ,Quinine ,Quinine ,Quinine,,,34300.0,11/9/2018,
122.0,T32-Q7CI ,Quinine ,Quinine ,Quinine,,,30018.0,18/8/2018,
123.0,T32-BKZO ,Quinine ,Quinine ,Quinine,,,32944.0,18/8/2018,
124.0,T32-EQ9E ,Quinine ,Quinine ,Quinine,,,32947.0,18/8/2018,
125.0,T32-WR82 ,Quinine ,Quinine ,Quinine,,,36310.0,10/9/2018,
126.0,T32-Y1RF ,Quinine ,Quinine ,Quinine,,,32589.0,4/9/2018,
127.0,T32-HFRK ,Quinine ,Quinine ,Quinine,,,35015.0,4/9/2018,
128.0,T32-U411 ,Quinine ,Quinine ,Quinine,,,30019.0,18/8/2018,
129.0,T32-SATH ,Quinine ,Quinine ,Quinine,,,36311.0,11/9/2018,
130.0,T32-OVWO ,Quinine ,Quinine ,Quinine,,,36304.0,11/9/2018,
131.0,T32-OJVH ,Quinine ,Quinine ,Quinine,,,32775.0,4/9/2018,
132.0,T32-JRHC ,Quinine ,Quinine ,Quinine,,,32587.0,4/9/2018,
133.0,T32-95X8 ,Quinine ,Quinine ,Quinine,,,32773.0,4/9/2018,
134.0,T32-S3R7 ,Quinine ,Quinine ,Quinine,,,35001.0,4/9/208,
135.0,T32-UEDO ,Quinine ,Quinine ,Quinine,,,32774.0,4/9/2018,
136.0,T32-XQ4O ,Quinine ,Starch,Suspicious,D,Yes,34301.0,11/9/2018,
137.0,T32-9V1B ,Quinine ,Starch,Suspicious,D,Yes,32945.0,18/8/2018,
138.0,T32-S09X ,Quinine ,Starch,Suspicious,D,Yes,34302.0,11/9/2018,
139.0,T32-8S79 ,Quinine ,Lactose,Suspicious,D,,32946.0,18/8/2018,
140.0,T32-8XKS ,Quinine ,Paracetamol Starch,Suspicious,D,Yes,36305.0,11/9/2018,
141.0,T32-3T8R ,Quinine ,Vitamin C,Suspicious,D,,34267.0,22/8/2018,
142.0,T32-SZ8H ,Quinine ,Vitamin C,Suspicious,D,,32273.0,4/9/2018,
143.0,T32-12X3 ,Quinine ,Vitamin C,Suspicious,D,,34303.0,11/9/2018,
144.0,T32-E2JD ,Quinine ,Vitamin C,Suspicious,D,,31672.0,11/9/2018,
145.0,T32-0O3W ,Quinine ,Vitamin C,Suspicious,D,,29883.0,4/9/2018,
146.0,T32-UIAO ,Quinine ,Vitamin C,Suspicious,D,,31673.0,11/9/2018,
147.0,T32-8PNU ,Quinine ,Vitamin C,Suspicious,D,,34930.0,22/8/2018,
148.0,T32-XFTI ,Quinine ,Cellulose,Suspicious,D,,3931.0,22/8/2018,
149.0,T32-L33E ,Quinine ,Cellulose,Suspicious,D,,34812.0,22/8/2018,
150.0,T32-83T9 ,Quinine ,Cellulose,Suspicious,D,,32274.0,4/9/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
