Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
141.0,T35-QI1F ,Quinine ,Cellulose,Suspicious,D,,32755.0,7/9/2018,
142.0,T35-EBGS ,Quinine ,Cellulose,Suspicious,D,,32754.0,7/9/2018,
143.0,T35-49G9 ,Quinine ,Vitamin C,Suspicious,D,,30241.0,23/8/2018,
144.0,T35-G1O1 ,Quinine ,Vitamin C,Suspicious,D,,30327.0,23/8/2018,
145.0,T35-ORY1 ,Quinine ,Vitamin C,Suspicious,D,,30323.0,20/8/2018,
146.0,T35-T27Y ,Quinine ,Vitamin C,Suspicious,D,,32770.0,13/9/2018,
147.0,T35-Q46I ,Quinine ,Vitamin C,Suspicious,D,,30255.0,21/8/2018,
148.0,T35-53UV ,Quinine ,Vitamin C,Suspicious,D,,30324.0,21/8/2018,
149.0,T35-OPCV ,Quinine ,Vitamin C,Suspicious,D,,31992.0,7/9/2018,
150.0,T35-54HU ,Quinine ,Vitamin C,Suspicious,D,,30247.0,20/8/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
